1459 ST MARK'S AVENUE,Brooklyn,11233,Housing Preservation and Development,1363,0.03129,TRUE,-73.91936987,40.67371708
        STANLEY AVENUE,Brooklyn,0,Housing Preservation and Development,70600,1.620753,TRUE,-73.8604864,40.66598797
        WORTMAN AVENUE,Brooklyn,11208,Housing Preservation and Development,21452,0.49247,TRUE,-73.85939279,40.6652302
48 WARSOFF PLACE,Brooklyn,11205,Department of Sanitation,47200,1.083563,FALSE,-73.95365825,40.69833465
1561 PROSPECT PLACE,Brooklyn,11233,Housing Preservation and Development,3194,0.073324,TRUE,-73.92451845,40.67318809
421 HERKIMER STREET,Brooklyn,11213,Housing Preservation and Development,2000,0.045914,TRUE,-73.93943756,40.67916754
201 MOTHER GASTON BLVD,Brooklyn,11233,Housing Preservation and Development,1021,0.023439,TRUE,-73.90808868,40.67447442
259A MARCUS GARVEY BLVD,Brooklyn,11221,Department of Citywide Administrative Services,1700,0.039027,TRUE,-73.938915,40.688806
303 HINSDALE STREET,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.89932409,40.66774238
90 THROOP AVENUE,Brooklyn,11206,Department of Citywide Administrative Services,1750,0.040174,TRUE,-73.9460955,40.70193163
554 SNEDIKER AVENUE,Brooklyn,11207,Housing Preservation and Development,2258,0.051837,TRUE,-73.8992113,40.66127832
        GERRY STREET,Brooklyn,11206,Housing Preservation and Development,3750,0.086088,TRUE,-73.94712111,40.70136754
        HEMLOCK STREET,Brooklyn,11208,Department of Transportation,25309,0.581015,TRUE,-73.86633502,40.66352573
924 MADISON STREET,Brooklyn,11221,Housing Preservation and Development,4000,0.091827,TRUE,-73.920416,40.687939
652 DE KALB AVENUE,Brooklyn,11216,Housing Preservation and Development,5000,0.114784,TRUE,-73.95033485,40.69125725
423 HERKIMER STREET,Brooklyn,11213,Housing Preservation and Development,2000,0.045914,TRUE,-73.9393779,40.67916434
1923 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,4410,0.10124,TRUE,-73.92025982,40.67714593
19 HUNTERFLY PLACE,Brooklyn,11233,Department of Parks & Recreation,1433,0.032897,TRUE,-73.92806099,40.67763141
        PARK PLACE,Brooklyn,11233,Housing Preservation and Development,1537,0.035285,TRUE,-73.91356125,40.67163781
        EAST 95 STREET,Brooklyn,11212,Department of Citywide Administrative Services,460,0.01056,TRUE,-73.91484555,40.65395964
        EAST 92 STREET,Brooklyn,11212,Department of Citywide Administrative Services,287,0.006589,TRUE,-73.92801645,40.6621727
        MOTHER GASTON BLVD,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90707568,40.67187155
110 WORTMAN AVENUE,Brooklyn,11207,Department of Citywide Administrative Services,17960,0.412305,TRUE,-73.85623069,40.66396918
285 HINSDALE STREET,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.89943519,40.66817066
175 BUFFALO AVENUE,Brooklyn,11213,Housing Preservation and Development,1800,0.041322,TRUE,-73.92482108,40.67335846
        NEW LOTS AVENUE,Brooklyn,11207,Housing Preservation and Development,2149,0.049334,TRUE,-73.89895171,40.65895052
        LIVONIA AVENUE,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.90001445,40.66410065
98 CEDAR STREET,Brooklyn,11221,NY Police Department,975,0.022383,TRUE,-73.926087,40.697785
177 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,1667,0.038269,TRUE,-73.90567059,40.67383018
668 SNEDIKER AVENUE,Brooklyn,11207,Housing Preservation and Development,2250,0.051653,TRUE,-73.89843022,40.65820897
910 MADISON STREET,Brooklyn,11221,Department of Citywide Administrative Services,4000,0.091827,TRUE,-73.92118451,40.68786491
743 BLAKE AVENUE,Brooklyn,11207,Housing Preservation and Development,4000,0.091827,TRUE,-73.89139611,40.66849547
762 ROCKAWAY AVENUE,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90888546,40.66123698
35 BARTLETT STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.94713584,40.70099151
        AMBOY STREET,Brooklyn,11212,Housing Preservation and Development,10017,0.229959,TRUE,-73.9123449,40.6618051
1800 PARK PLACE,Brooklyn,11233,NYC Housing Authority,57630,1.323003,TRUE,-73.91782732,40.67157293
331 RALPH AVENUE,Brooklyn,11233,Housing Preservation and Development,2250,0.051653,TRUE,-73.92147421,40.67762984
175 SUMPTER STREET,Brooklyn,11233,Housing Preservation and Development,2500,0.057392,TRUE,-73.91877055,40.68036176
2020 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,-73.91720965,40.6785447
        EAST NEW YORK AVENUE,Brooklyn,0,Department of Citywide Administrative Services,1328,0.030487,TRUE,-73.91209602,40.67191959
768 DECATUR STREET,Brooklyn,11233,Housing Preservation and Development,2611,0.05994,TRUE,-73.912426,40.683596
        LINDEN BOULEVARD,Brooklyn,0,Human Resources Administration,1918,0.044031,TRUE,-73.89953261,40.65709164
583 BELMONT AVENUE,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.88787561,40.67198619
461 NEW JERSEY AVENUE,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.893586,40.66813
        HINSDALE STREET,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.89846404,40.66440397
        BLAKE AVENUE,Brooklyn,11208,Housing Preservation and Development,4116,0.09449,TRUE,-73.86106435,40.67251683
1541 ST MARK'S AVENUE,Brooklyn,11233,Department of Citywide Administrative Services,5323,0.122199,TRUE,-73.916186,40.673611
        PARK PLACE,Brooklyn,11233,Housing Preservation and Development,1300,0.029844,TRUE,-73.9134135,40.67159928
        CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,545,0.012511,TRUE,-73.92739759,40.68103459
406 NOSTRAND AVENUE,Brooklyn,11216,Housing Preservation and Development,1125,0.025826,TRUE,-73.950673,40.685333
23 HIGHLAND PLACE,Brooklyn,11208,Department of Transportation,527,0.012098,TRUE,-73.88194035,40.68506735
901 MACON STREET,Brooklyn,11233,NYC Housing Authority,33353,0.76568,TRUE,-73.91618289,40.68529775
1695A ST JOHN'S PLACE,Brooklyn,11233,NYC Housing Authority,2033,0.046671,TRUE,-73.92064,40.670281
179 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,1667,0.038269,TRUE,-73.90565983,40.67378626
2095 PACIFIC STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,-73.9177266,40.67613681
100 QUINCY STREET,Brooklyn,11238,Department of Parks & Recreation,2300,0.052801,TRUE,-73.95723648,40.6859681
1512 BROADWAY,Brooklyn,11221,Housing Preservation and Development,2223,0.051033,TRUE,-73.91769333,40.68711425
1563 PROSPECT PLACE,Brooklyn,11233,Housing Preservation and Development,1954,0.044858,TRUE,-73.92443202,40.67311392
        BAINBRIDGE STREET,Brooklyn,11233,Housing Preservation and Development,2555,0.058655,TRUE,-73.92591177,40.68132176
37 ROCHESTER AVENUE,Brooklyn,11233,Housing Preservation and Development,2058,0.047245,TRUE,-73.92718106,40.67785867
1023 PUTNAM AVENUE,Brooklyn,11221,Housing Preservation and Development,4000,0.091827,TRUE,-73.9199831,40.6875017
928 MADISON STREET,Brooklyn,11221,Housing Preservation and Development,4000,0.091827,TRUE,-73.920277,40.687956
1964 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,-73.9201288,40.6787052
45 SOMERS STREET,Brooklyn,11233,Department of Citywide Administrative Services,6800,0.156107,TRUE,-73.911631,40.678928
        CARROLL STREET,Brooklyn,11213,Department of Citywide Administrative Services,980,0.022498,TRUE,-73.94480236,40.66725929
53 MAC DOUGAL STREET,Brooklyn,11233,Housing Preservation and Development,2500,0.057392,TRUE,-73.92012005,40.67945968
492 GREENE AVENUE,Brooklyn,11216,NYC Housing Authority,2150,0.049357,TRUE,-73.950987,40.688183
462 HALSEY STREET,Brooklyn,11233,Housing Preservation and Development,5300,0.121671,TRUE,-73.93566267,40.68320505
821 WILLOUGHBY AVENUE,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.93557852,40.69566627
        SUYDAM PLACE,Brooklyn,11233,Housing Preservation and Development,2037,0.046763,TRUE,-73.92682055,40.67784197
        BERGEN STREET,Brooklyn,11233,Housing Preservation and Development,2143,0.049197,TRUE,-73.91772491,40.67458052
402 HOWARD AVENUE,Brooklyn,11233,Housing Preservation and Development,2733,0.062741,TRUE,-73.9197949,40.67401656
1451 EAST NEW YORK AVENUE,Brooklyn,11212,NY Police Department,1234,0.028329,TRUE,-73.913974,40.671087
        FULTON STREET,Brooklyn,11238,Department of Education,1513,0.034734,TRUE,-73.96972821,40.68418257
        PRESCOTT PLACE,Brooklyn,11233,Housing Preservation and Development,2070,0.047521,TRUE,-73.92063798,40.67746733
        CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,2500,0.057392,TRUE,-73.92792055,40.68080977
        HOWARD AVENUE,Brooklyn,11233,Housing Preservation and Development,6920,0.158861,TRUE,-73.91857228,40.67124103
        HOPKINSON AVENUE,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,-73.91451724,40.67110604
        ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1667,0.038269,TRUE,-73.90965846,40.67597431
2016 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,-73.91734395,40.6785521
        PATCHEN AVENUE,Brooklyn,11221,Housing Preservation and Development,2470,0.056703,TRUE,-73.92706707,40.68648267
227 RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,1603,0.0368,TRUE,-73.90908743,40.66114656
2164 DEAN STREET,Brooklyn,11233,Housing Preservation and Development,2143,0.049197,TRUE,-73.91593653,40.67478509
774 HALSEY STREET,Brooklyn,11233,Housing Preservation and Development,2525,0.057966,TRUE,-73.92285772,40.68463819
        ST JOHNS PLACE,Brooklyn,11233,Housing Preservation and Development,1953,0.044835,TRUE,-73.91808431,40.66961548
443 HINSDALE STREET,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.89845,40.664278
1696 BROADWAY,Brooklyn,11207,Housing Preservation and Development,1852,0.042516,TRUE,-73.91212367,40.683748
        PACIFIC STREET,Brooklyn,11213,Department of Sanitation,536,0.012305,TRUE,-73.93230618,40.67646064
261 MARION STREET,Brooklyn,11233,Housing Preservation and Development,1875,0.043044,TRUE,-73.91890305,40.68110569
        RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,1603,0.0368,TRUE,-73.90922803,40.66112472
261 MARCUS GARVEY BLVD,Brooklyn,11221,Department of Citywide Administrative Services,1700,0.039027,TRUE,-73.939084,40.688773
        FLATLANDS AVENUE,Brooklyn,0,Housing Preservation and Development,93000,2.134986,TRUE,-73.87560982,40.65642351
        BLAKE AVENUE,Brooklyn,11208,Housing Preservation and Development,1800,0.041322,TRUE,-73.87640776,40.67032758
        LINDEN BOULEVARD,Brooklyn,0,Department of Citywide Administrative Services,100,0.002296,TRUE,-73.9169323,40.65403979
39 BARTLETT STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.94700233,40.70107929
47 CHESTER STREET,Brooklyn,11212,Housing Preservation and Development,2471,0.056726,TRUE,-73.91166999,40.67064002
88 THROOP AVENUE,Brooklyn,11206,Housing Preservation and Development,1750,0.040174,TRUE,-73.946148,40.70197875
21 MALTA STREET,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.89567384,40.65998237
84 THROOP AVENUE,Brooklyn,11206,Housing Preservation and Development,1750,0.040174,TRUE,-73.946253,40.702073
86 GERRY STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.94661955,40.70169119
797 KNICKERBOCKER AVENUE,Brooklyn,11207,Housing Preservation and Development,2667,0.061226,TRUE,-73.90750791,40.69292706
36 VERMONT STREET,Brooklyn,11207,Housing Preservation and Development,2300,0.052801,TRUE,-73.89606186,40.67928675
        RUTLAND ROAD,Brooklyn,11203,Department of Citywide Administrative Services,300,0.006887,TRUE,-73.93869869,40.65992131
162 GLENMORE AVENUE,Brooklyn,11212,NYC Housing Authority,1600,0.036731,TRUE,-73.90475074,40.67169673
9 CHESTNUT STREET,Brooklyn,11208,Housing Preservation and Development,3750,0.086088,TRUE,-73.87621677,40.68777043
120 JEFFERSON STREET,Brooklyn,11206,Housing Preservation and Development,5000,0.114784,TRUE,-73.93060514,40.69951977
638 HOWARD AVENUE,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.91998783,40.66646032
        MADISON STREET,Brooklyn,11221,Department of Citywide Administrative Services,313,0.007185,TRUE,-73.91842227,40.68905016
        PRESCOTT PLACE,Brooklyn,11233,Housing Preservation and Development,2055,0.047176,TRUE,-73.92064166,40.67740695
        NEW LOTS AVENUE,Brooklyn,11212,Housing Preservation and Development,5715,0.131198,TRUE,-73.90335459,40.65749133
429 NEWPORT STREET,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.89900256,40.66106953
        GLENMORE AVENUE,Brooklyn,11212,Housing Preservation and Development,3750,0.086088,TRUE,-73.90667199,40.67182457
191 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90557378,40.67345681
716 LAFAYETTE AVENUE,Brooklyn,11221,Housing Preservation and Development,1900,0.043618,TRUE,-73.94443975,40.6904421
791 SARATOGA AVENUE,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,-73.91507,40.661266
185 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,1667,0.038269,TRUE,-73.90562398,40.67364899
490 ALABAMA AVENUE,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.897052,40.663951
342 VAN SICLEN AVENUE,Brooklyn,11207,Housing Preservation and Development,2090,0.04798,TRUE,-73.89029169,40.67151917
219 RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,1603,0.0368,TRUE,-73.90930013,40.6611138
1762 EAST NEW YORK AVENUE,Brooklyn,11207,Economic Development Corporation,1650,0.037879,TRUE,-73.90330625,40.67528173
181 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,1667,0.038269,TRUE,-73.90564548,40.67373958
99 GERRY STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.94687887,40.70213322
        KNICKERBOCKER AVENUE,Brooklyn,11207,Housing Preservation and Development,2667,0.061226,TRUE,-73.90735297,40.69283911
        EMERALD STREET,Brooklyn,11208,Department of Citywide Administrative Services,71500,1.641414,TRUE,-73.8581186,40.66413979
469 LIVONIA AVENUE,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.900105,40.66409
        STANLEY AVENUE,Brooklyn,11208,Housing Preservation and Development,13883,0.31871,TRUE,-73.85769549,40.66670755
207 PALMETTO STREET,Brooklyn,11221,Housing Preservation and Development,1755,0.040289,TRUE,-73.916068,40.694727
666 SNEDIKER AVENUE,Brooklyn,11207,Housing Preservation and Development,2250,0.051653,TRUE,-73.89844815,40.65827211
642 HINSDALE STREET,Brooklyn,11207,Housing Preservation and Development,2500,0.057392,TRUE,-73.89766864,40.65892742
558 SNEDIKER AVENUE,Brooklyn,11207,Housing Preservation and Development,2550,0.05854,TRUE,-73.89919697,40.66122067
        STANLEY AVENUE,Brooklyn,11208,Housing Preservation and Development,48960,1.123967,TRUE,-73.85937349,40.66591059
885 NEW JERSEY AVENUE,Brooklyn,11207,Housing Preservation and Development,2700,0.061983,TRUE,-73.88886134,40.65805739
225 RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,1603,0.0368,TRUE,-73.90915953,40.66113564
        DREW STREET,Brooklyn,0,Housing Preservation and Development,3290,0.075528,TRUE,-73.86034984,40.66538753
485 LIVONIA AVENUE,Brooklyn,11207,Housing Preservation and Development,20000,0.459137,TRUE,-73.89922,40.664224
483 SHEFFIELD AVENUE,Brooklyn,11207,Housing Preservation and Development,2850,0.065427,TRUE,-73.89484405,40.66506495
        SHEFFIELD AVENUE,Brooklyn,11207,Housing Preservation and Development,9750,0.223829,TRUE,-73.89479387,40.6648865
671 LINWOOD STREET,Brooklyn,11208,Housing Preservation and Development,2547,0.058471,TRUE,-73.88102821,40.66884752
396 BELMONT AVENUE,Brooklyn,11207,Human Resources Administration,2624,0.060239,TRUE,-73.89499408,40.67051348
1295 DE KALB AVENUE,Brooklyn,11221,NY Police Department,1353,0.031061,TRUE,-73.926294,40.69738
464 WILLIAMS AVENUE,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.89811072,40.66445581
        MOTHER GASTON BLVD,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90703982,40.67173429
467 LIVONIA AVENUE,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.90015866,40.66408157
        WORTMAN AVENUE,Brooklyn,11208,Department of Citywide Administrative Services,49380,1.133609,TRUE,-73.8573495,40.66499437
647 MOTHER GASTON BLVD,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,-73.9047889,40.662902
299 MOTHER GASTON BLVD,Brooklyn,11212,Housing Preservation and Development,1783,0.040932,TRUE,-73.90711511,40.67202804
        MOTHER GASTON BLVD,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90702189,40.67166291
232 NORWOOD AVENUE,Brooklyn,11208,Housing Preservation and Development,1752,0.04022,TRUE,-73.879057,40.68044764
        STANLEY AVENUE,Brooklyn,11208,Housing Preservation and Development,3482,0.079936,TRUE,-73.85815693,40.66668616
758 ROCKAWAY AVENUE,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90890339,40.66130562
        THROOP AVENUE,Brooklyn,11206,Department of Citywide Administrative Services,2831,0.064991,TRUE,-73.9461218,40.7017486
792 ROCKAWAY AVENUE,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,-73.90847307,40.66038617
        EAST 94 STREET,Brooklyn,11236,Department of Citywide Administrative Services,492,0.011295,TRUE,-73.91612129,40.6540045
        WARWICK STREET,Brooklyn,11207,Housing Preservation and Development,4490,0.103076,TRUE,-73.88500065,40.6688598
225 VERMONT STREET,Brooklyn,11207,Housing Preservation and Development,2650,0.060836,TRUE,-73.89420935,40.67434447
        LIVONIA AVENUE,Brooklyn,11212,Housing Preservation and Development,4000,0.091827,TRUE,-73.9036204,40.66310463
65 BARTLETT STREET,Brooklyn,11206,Department of Citywide Administrative Services,1385,0.031795,TRUE,-73.94597752,40.70154835
        THATFORD AVENUE,Brooklyn,11212,Housing Preservation and Development,2300,0.052801,TRUE,-73.90618836,40.65684865
        BROADWAY,Brooklyn,11221,Department of Education,2200,0.050505,TRUE,-73.92890552,40.69368885
        HOWARD AVENUE,Brooklyn,11212,Housing Preservation and Development,20000,0.459137,TRUE,-73.91787806,40.66146059
1764 EAST NEW YORK AVENUE,Brooklyn,11207,Economic Development Corporation,1819,0.041758,TRUE,-73.90322014,40.67530258
69 BARTLETT STREET,Brooklyn,11206,Housing Preservation and Development,3283,0.075367,TRUE,-73.945839,40.701638
1297 DE KALB AVENUE,Brooklyn,11221,NY Police Department,1275,0.02927,TRUE,-73.926255,40.697424
158 RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,1500,0.034435,TRUE,-73.91074992,40.66048637
581 BELMONT AVENUE,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.8880595,40.67195892
659 LINWOOD STREET,Brooklyn,11208,Housing Preservation and Development,2356,0.054086,TRUE,-73.88109983,40.66911659
9 MOFFAT STREET,Brooklyn,11207,Department of Citywide Administrative Services,1667,0.038269,TRUE,-73.9106505,40.68358085
        WYONA STREET,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.89221521,40.66798571
655 LINWOOD STREET,Brooklyn,11208,Housing Preservation and Development,2356,0.054086,TRUE,-73.88111413,40.66918522
        BARBEY STREET,Brooklyn,11207,Housing Preservation and Development,36000,0.826446,TRUE,-73.88450576,40.66416315
        ESSEX STREET,Brooklyn,11208,Department of Citywide Administrative Services,9833,0.225735,TRUE,-73.883089,40.67978209
        BARTLETT STREET,Brooklyn,11206,Housing Preservation and Development,520,0.011938,TRUE,-73.94669869,40.70052334
474 WILLIAMS AVENUE,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.898096,40.664327
465 LIVONIA AVENUE,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.90022715,40.66407339
768 ROCKAWAY AVENUE,Brooklyn,11212,Housing Preservation and Development,2567,0.05893,TRUE,-73.9088532,40.66110246
182 WYONA STREET,Brooklyn,11207,Housing Preservation and Development,1540,0.035354,TRUE,-73.89382703,40.67446214
527 LINWOOD STREET,Brooklyn,11208,Housing Preservation and Development,1875,0.043044,TRUE,-73.88195186,40.67245786
        VANDALIA AVENUE,Brooklyn,0,Housing Preservation and Development,13408,0.307805,TRUE,-73.87025047,40.65872273
223 VERMONT STREET,Brooklyn,11207,Housing Preservation and Development,2650,0.060836,TRUE,-73.89422727,40.67441036
37 BARTLETT STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.94706728,40.70103814
76 GERRY STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.94696595,40.70146628
1745 LINDEN BOULEVARD,Brooklyn,11207,Housing Preservation and Development,1800,0.041322,TRUE,-73.89791531,40.65789286
        COZINE AVENUE,Brooklyn,11208,Department of Citywide Administrative Services,42380,0.972911,TRUE,-73.85714286,40.66386052
        EMERALD STREET,Brooklyn,0,Department of Citywide Administrative Services,62348,1.431313,TRUE,-73.85724258,40.66438857
        LIVONIA AVENUE,Brooklyn,11212,Housing Preservation and Development,1600,0.036731,TRUE,-73.90458296,40.66298466
        ASHFORD STREET,Brooklyn,11207,Housing Preservation and Development,2250,0.051653,TRUE,-73.88492315,40.67408303
        SCHENECTADY AVENUE,Brooklyn,11203,Department of Citywide Administrative Services,10119,0.2323,TRUE,-73.93211734,40.64530585
380 ROCKAWAY AVENUE,Brooklyn,11212,Department of Citywide Administrative Services,2500,0.057392,TRUE,-73.911342,40.670888
1291 DE KALB AVENUE,Brooklyn,11221,NY Police Department,1816,0.04169,TRUE,-73.92636278,40.69734328
806 BLAKE AVENUE,Brooklyn,11207,Housing Preservation and Development,2500,0.057392,TRUE,-73.88872137,40.66850389
        VAN SICLEN AVENUE,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.88951793,40.67073342
200 TAPSCOTT STREET,Brooklyn,11212,NYC Housing Authority,2450,0.056244,TRUE,-73.92007843,40.66304862
156 RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,-73.91098774,40.66053048
492 GLENMORE AVENUE,Brooklyn,11207,Housing Preservation and Development,2500,0.057392,TRUE,-73.89206201,40.67355198
1531 BROADWAY,Brooklyn,11221,Housing Preservation and Development,1600,0.036731,TRUE,-73.916862,40.686637
        RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90779316,40.66136786
41 BARTLETT STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,-73.94693737,40.70112317
202 WYONA STREET,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.89375558,40.6740531
        FLATLANDS AVENUE,Brooklyn,0,Department of Citywide Administrative Services,93000,2.134986,TRUE,-73.87804892,40.65539252
143 STOCKHOLM STREET,Brooklyn,11221,NY Police Department,5000,0.114784,TRUE,-73.92364896,40.69898014
287 HINSDALE STREET,Brooklyn,11207,Housing Preservation and Development,2000,0.045914,TRUE,-73.89942085,40.66811849
108 LIBERTY AVENUE,Brooklyn,11212,Housing Preservation and Development,3000,0.068871,TRUE,-73.90645807,40.67269998
        WORTMAN AVENUE,Brooklyn,11208,Department of Citywide Administrative Services,49515,1.136708,TRUE,-73.85824932,40.66467849
        WORTMAN AVENUE,Brooklyn,0,Housing Preservation and Development,1416,0.032507,TRUE,-73.86029992,40.66513552
        EMERALD STREET,Brooklyn,11208,Housing Preservation and Development,91000,2.089073,TRUE,-73.85859852,40.66590228
101 NEW LOTS AVENUE,Brooklyn,11212,Housing Preservation and Development,1549,0.03556,TRUE,-73.901605,40.6582549
871 GLENMORE AVENUE,Brooklyn,11208,Housing Preservation and Development,1500,0.034435,TRUE,-73.87792212,40.67605755
        LINWOOD STREET,Brooklyn,11208,Housing Preservation and Development,1800,0.041322,TRUE,-73.88205208,40.67082207
189 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90559171,40.67352545
        FLATLANDS AVENUE,Brooklyn,0,Housing Preservation and Development,93000,2.134986,TRUE,-73.87479375,40.65679522
        WORTMAN AVENUE,Brooklyn,0,Department of Citywide Administrative Services,33716,0.774013,TRUE,-73.85632239,40.6648313
89 BLAKE AVENUE,Brooklyn,11212,Housing Preservation and Development,2008,0.046097,TRUE,-73.91685746,40.664803
95 NEW LOTS AVENUE,Brooklyn,11212,Housing Preservation and Development,1506,0.034573,TRUE,-73.901737,40.658195
87 LEGION STREET,Brooklyn,11212,Housing Preservation and Development,2650,0.060836,TRUE,-73.91752178,40.66684559
1309 DE KALB AVENUE,Brooklyn,11221,NY Police Department,975,0.022383,TRUE,-73.925951,40.697689
799 KNICKERBOCKER AVENUE,Brooklyn,11207,Housing Preservation and Development,2667,0.061226,TRUE,-73.90743224,40.69288309
546 HOPKINSON AVENUE,Brooklyn,11212,Housing Preservation and Development,6000,0.137741,TRUE,-73.91339376,40.66736956
306 PENNSYLVANIA AVENUE,Brooklyn,11207,Housing Preservation and Development,5000,0.114784,TRUE,-73.89571963,40.66988833
533 LINWOOD STREET,Brooklyn,11208,Housing Preservation and Development,2500,0.057392,TRUE,-73.88196617,40.67251826
156 NEWPORT STREET,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,-73.90943269,40.65904708
99 NEW LOTS AVENUE,Brooklyn,11212,Housing Preservation and Development,1637,0.03758,TRUE,-73.901668,40.658222
        EAST 94 STREET,Brooklyn,11236,Department of Citywide Administrative Services,25,0.000574,TRUE,-73.91617893,40.6540265
        LOGAN STREET,Brooklyn,11208,Department of Citywide Administrative Services,100,0.002296,TRUE,-73.87256848,40.66661245
283 NEW JERSEY AVENUE,Brooklyn,11207,Housing Preservation and Development,2500,0.057392,TRUE,-73.8947491,40.67269809
175 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,1667,0.038269,TRUE,-73.90568134,40.67387411
569 CHRISTOPHER AVENUE,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.902726,40.6578895
1032 JEFFERSON AVENUE,Brooklyn,11221,Housing Preservation and Development,1800,0.041322,TRUE,-73.9170089,40.687089
        LINDEN BOULEVARD,Brooklyn,11212,Department of Citywide Administrative Services,244,0.005601,TRUE,-73.92009212,40.65462765
        RIVERDALE AVENUE,Brooklyn,11212,Housing Preservation and Development,1500,0.034435,TRUE,-73.91047233,40.66052459
117 GLENMORE AVENUE,Brooklyn,11212,Housing Preservation and Development,2500,0.057392,TRUE,-73.90655661,40.67184094
        LIVONIA AVENUE,Brooklyn,11207,Housing Preservation and Development,20000,0.459137,TRUE,-73.89632689,40.66418797
943 DUMONT AVENUE,Brooklyn,11207,Housing Preservation and Development,5400,0.123967,TRUE,-73.88384846,40.66809285
37 TAPSCOTT STREET,Brooklyn,11212,NYC Housing Authority,10000,0.229568,TRUE,-73.92045958,40.66684492
        LIVONIA AVENUE,Brooklyn,11212,Housing Preservation and Development,1391,0.031933,TRUE,-73.90394478,40.66312137
